id_,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
17,0,2,105,,,1,153133,-1,1,-3,3,160.3,0,3,2.5,2.5,1,Alex,2.0,12,1,55.0,False,140.0,648,,,57,0,0,0,153133.jpg,2.5,0,0,Iwobi,1.3,False,,a,8,11,250.0,25,123754,1577,198483,3660,0.3,4.3,Iwobi,0
453,1,1,43,100.0,100.0,2,171975,0,0,-2,2,28.5,1,3,-0.5,-0.5,1,Callum,0.5,5,1,21.9,False,48.6,540,,2019-09-07T11:00:18.474845Z,53,0,0,0,171975.jpg,2.5,0,0,Robinson,0.4,False,,a,15,49,144.0,25,47629,301,81592,1419,0.1,4.7,Robinson,0
476,1,0,147,,,3,168991,0,0,0,0,80.0,0,3,2.5,3.0,2,Philip,2.5,14,0,46.0,False,234.4,1033,,,50,0,0,0,168991.jpg,2.1,0,0,Billing,0.2,False,,a,3,91,145.0,25,13089,583,13391,538,0.5,5.0,Billing,4
395,0,0,171,,,3,204480,0,0,-2,2,73.1,0,3,1.3,1.8,2,Declan,1.8,20,0,28.7,False,175.6,1080,,,48,0,0,0,204480.jpg,2.1,0,0,Rice,1.6,False,,a,19,21,39.0,25,46002,1336,116904,3302,0.4,5.2,Rice,2
57,0,0,168,,,4,40845,0,0,0,0,106.2,0,3,1.3,0.8,1,Dale,1.8,16,0,36.3,False,184.2,1066,,,45,0,0,0,40845.jpg,2.1,0,0,Stephens,2.6,False,,a,4,36,72.0,25,143061,1977,169307,4754,0.4,5.6,Stephens,3
331,1,1,184,,,1,55605,0,0,-1,1,92.0,1,2,1.7,2.2,0,Toby,1.2,16,0,40.6,False,274.4,990,,,54,0,0,0,55605.jpg,2.3,0,0,Alderweireld,5.5,False,,a,17,6,39.0,25,222727,1854,369210,18362,0.2,4.6,Alderweireld,0
364,0,2,91,,,0,73426,0,0,-3,3,110.7,0,4,1.5,2.0,5,Andre,2.0,11,2,43.2,False,96.8,577,,,57,0,0,0,73426.jpg,2.3,0,0,Gray,0.4,False,,a,18,57,228.0,25,34302,955,62682,699,0.4,4.4,Gray,0
122,0,2,165,100.0,100.0,2,214590,0,0,-1,1,108.1,0,2,2.8,2.8,2,Aaron,1.8,10,0,35.6,False,218.8,890,,2019-09-30T19:00:19.435462Z,54,0,0,0,214590.jpg,2.5,0,0,Wan-Bissaka,16.8,False,,a,12,1,29.0,25,585235,7363,1667407,30249,0.3,4.6,Wan-Bissaka,3
259,0,2,91,,,1,58845,0,0,-2,2,12.4,1,2,4.8,4.3,10,Ciaran,4.8,5,2,26.2,False,161.8,450,,,43,0,0,0,58845.jpg,5.0,0,0,Clark,0.3,False,,a,13,4,87.0,25,14179,8432,8012,717,1.1,5.8,Clark,2
328,0,0,155,,,2,78056,0,0,0,0,110.0,0,3,1.0,1.5,2,Oriol,2.0,28,0,34.1,False,190.0,1044,,,45,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,1.0,False,,a,16,20,41.0,24,51170,1470,66240,1860,0.4,5.3,Oriol Romeu,2
371,0,2,120,0.0,0.0,1,43250,0,0,-1,1,178.8,0,3,0.0,0.0,0,Tom,0.8,17,1,47.5,False,121.4,645,Heel Injury - Unknown return date,2019-10-26T16:30:19.666204Z,49,0,0,0,43250.jpg,2.7,0,0,Cleverley,0.2,False,,i,18,57,174.0,24,20999,15,20888,1140,0.2,4.9,Cleverley,0
286,0,0,139,100.0,100.0,1,78607,0,0,-1,1,97.2,0,3,1.5,2.0,2,Kenny,2.0,22,1,36.5,False,180.2,831,,2019-10-09T20:30:12.707077Z,49,0,0,0,78607.jpg,2.2,0,0,McLean,0.2,False,,a,14,45,89.0,24,9317,169,11903,397,0.4,4.9,McLean,2
200,2,3,75,100.0,100.0,1,15157,0,0,-2,2,55.4,1,3,1.2,0.2,1,James,0.2,3,1,18.7,False,90.8,267,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,2.7,0,0,Milner,0.7,False,,a,10,14,39.0,24,32684,710,55059,1682,0.0,4.5,Milner,2
393,0,4,85,100.0,100.0,0,18987,0,0,-3,3,161.3,0,3,4.5,5.0,2,Robert,5.0,11,2,39.6,False,117.4,409,,2019-10-13T21:00:19.623632Z,52,0,0,0,18987.jpg,3.4,0,0,Snodgrass,0.4,False,,a,19,21,117.0,24,19628,5368,16129,1937,1.0,4.6,Snodgrass,1
222,0,1,156,100.0,100.0,2,59859,0,0,-3,3,291.6,0,3,4.0,3.5,2,Ilkay,3.5,13,1,63.5,False,156.0,775,,2019-09-08T18:00:17.829544Z,52,0,0,0,59859.jpg,2.1,0,0,Gündogan,1.6,False,,a,11,43,188.0,23,67964,4801,155841,3920,0.7,4.4,Gündogan,3
526,0,0,105,100.0,100.0,2,60706,0,0,-2,2,0.0,0,1,1.0,0.0,0,Adrián,0.0,6,0,9.1,False,90.4,681,,2019-08-16T11:00:10.760553Z,43,0,0,0,60706.jpg,2.9,0,12,San Miguel del Castillo,2.9,False,,a,10,14,0.0,23,578027,1322,483771,13011,0.0,5.3,Adrián,1
420,0,0,109,100.0,100.0,3,151589,0,0,-1,1,49.5,0,3,2.0,2.5,2,Leander,2.0,12,0,27.9,False,131.2,950,,2019-10-11T10:00:13.063158Z,44,1,0,0,151589.jpg,1.9,0,0,Dendoncker,9.6,False,,a,20,39,99.0,23,473088,18660,750698,16082,0.5,5.2,Dendoncker,0
410,0,3,52,100.0,100.0,2,194634,0,0,-4,4,136.7,0,4,1.2,1.7,1,Diogo,1.2,11,1,65.7,False,106.4,721,,2019-09-28T16:00:17.602424Z,61,0,0,0,194634.jpg,2.3,0,0,Jota,3.1,False,,a,20,39,413.0,23,150778,2614,764748,5471,0.2,3.8,Jota,2
255,0,2,134,,,3,106618,0,0,-1,1,21.8,0,2,1.8,1.3,6,Paul,1.8,14,0,20.6,False,144.0,703,,,44,1,0,0,106618.jpg,2.6,0,0,Dummett,0.3,False,,a,13,4,42.0,23,18890,309,19584,298,0.4,5.2,Dummett,2
340,0,0,123,0.0,0.0,1,37915,-1,1,-2,2,0.0,0,1,0.0,0.0,0,Hugo,0.0,8,0,20.6,False,206.0,548,Arm injury - Unknown return date,2019-10-05T13:30:15.098154Z,53,0,0,0,37915.jpg,3.3,0,30,Lloris,4.0,False,,i,17,6,0.0,23,217636,109,590348,9779,0.0,4.3,Lloris,0
377,0,0,133,,,3,40669,0,0,0,0,13.8,0,2,-0.3,0.2,0,Angelo,0.2,8,0,25.6,False,179.0,720,,,45,0,0,0,40669.jpg,2.9,0,0,Ogbonna,0.4,False,,a,19,21,64.0,23,21641,83,21124,1351,0.0,5.1,Ogbonna,2
493,0,2,146,0.0,0.0,2,110735,0,0,-1,1,51.9,0,2,0.0,0.0,0,Adam,1.8,11,1,29.2,False,176.6,665,Ankle injury - Unknown return date,2019-11-02T18:00:16.279714Z,44,1,0,0,110735.jpg,2.9,0,0,Webster,0.2,False,,i,4,36,63.0,23,16684,19,13402,1734,0.4,5.2,Webster,1
137,1,1,64,100.0,100.0,3,86417,0,0,0,0,92.6,0,3,-0.2,0.3,1,Jeffrey,0.8,11,0,38.5,False,108.6,711,,2019-08-09T13:00:14.642811Z,55,0,0,0,86417.jpg,2.2,0,0,Schlupp,0.1,False,,a,7,31,184.0,22,9357,81,12363,263,0.1,4.0,Schlupp,2
508,3,0,63,,,1,128198,0,0,0,0,105.1,0,3,0.0,0.5,3,Sofiane,1.0,9,0,36.2,False,99.4,426,,,55,0,0,0,128198.jpg,2.4,0,0,Boufal,0.1,False,,a,16,20,158.0,22,13109,183,12992,273,0.2,4.0,Boufal,1
54,1,0,136,100.0,100.0,3,66242,0,0,0,0,169.3,0,3,0.7,0.2,-1,Davy,1.2,15,0,43.7,False,173.2,900,,2019-09-29T10:30:09.519275Z,50,1,0,0,66242.jpg,2.2,0,0,Pröpper,0.4,False,,a,4,36,94.0,22,80492,133,79672,868,0.2,4.4,Pröpper,2
432,1,0,184,100.0,100.0,1,91651,0,0,-2,2,151.4,0,3,1.3,2.3,2,Mateo,1.8,13,0,39.2,False,169.0,789,,2019-10-13T21:00:19.697457Z,53,0,0,0,91651.jpg,1.8,0,0,Kovacic,0.9,False,,a,6,8,72.0,22,64885,2162,89725,2157,0.3,4.2,Kovacic,2
345,1,0,73,,,0,95715,0,0,-5,5,77.1,0,3,2.0,2.5,1,Lucas,1.5,4,1,37.2,False,97.8,402,,,70,0,0,0,95715.jpg,2.2,0,0,Rodrigues Moura da Silva,3.5,False,,a,17,6,201.0,22,262023,1386,756423,8062,0.2,3.1,Lucas Moura,0
102,0,0,120,100.0,100.0,3,40145,0,0,0,0,96.9,0,3,2.3,1.8,3,Jack,1.8,15,0,31.2,False,100.0,842,,2019-09-29T10:30:09.629136Z,50,0,0,0,40145.jpg,2.2,0,0,Cork,0.2,False,,a,5,90,115.0,22,9843,186,18139,241,0.4,4.4,Cork,0
451,0,0,69,,,0,44683,0,0,-3,3,21.3,0,4,3.3,2.8,1,Jay,2.8,13,2,22.6,False,88.8,419,,,57,0,0,0,44683.jpg,1.8,0,0,Rodriguez,0.3,False,,a,5,90,120.0,22,12448,498,27241,947,0.5,3.9,Rodriguez,1
267,2,0,75,100.0,100.0,2,104953,0,0,-1,1,148.3,0,3,1.0,0.5,1,Christian,1.0,10,0,27.4,False,92.0,453,,2019-08-16T12:00:11.640631Z,54,0,0,0,104953.jpg,2.2,0,0,Atsu,0.2,False,,a,13,4,33.0,22,20747,187,22189,565,0.2,4.1,Atsu,1
344,0,3,71,100.0,100.0,1,108823,0,0,-1,1,74.6,0,3,5.7,6.2,3,Bamidele,5.2,5,2,26.4,False,118.6,371,,2019-08-04T16:30:15.610370Z,84,0,0,0,108823.jpg,4.4,0,0,Alli,0.9,False,,a,17,6,70.0,22,49046,4625,45410,5550,0.6,2.6,Alli,1
271,2,2,109,100.0,100.0,2,153127,0,0,-1,1,80.9,0,3,1.5,1.0,1,Isaac,1.5,16,0,28.0,False,144.4,762,,2019-09-29T18:00:18.547838Z,44,0,0,0,153127.jpg,2.4,1,0,Hayden,4.1,False,,a,13,4,54.0,22,239161,7495,415769,5662,0.3,5.0,Hayden,2
503,0,1,156,,,2,19419,0,0,0,0,25.8,0,2,0.0,0.5,1,Gary,1.0,15,0,36.6,False,189.4,900,,,45,0,0,0,19419.jpg,2.2,0,0,Cahill,1.7,False,,a,7,31,148.0,22,68264,2118,95314,2958,0.2,4.9,Cahill,1
369,0,0,70,75.0,100.0,3,61566,0,0,-4,4,163.5,0,3,1.0,1.8,1,Roberto,1.8,10,1,44.3,False,101.2,737,Hamstring injury - 75% chance of playing,2019-11-08T22:00:16.287982Z,56,0,0,0,61566.jpg,2.0,0,0,Pereyra,0.8,False,,d,18,57,178.0,22,21915,201,221721,2907,0.3,3.9,Pereyra,3
254,2,3,77,,,0,57145,0,0,-1,1,19.9,1,2,4.5,4.0,4,Federico,4.5,4,1,21.5,False,151.6,293,,,44,0,0,0,57145.jpg,3.5,0,0,Fernández,0.2,False,,a,13,4,44.0,21,6518,1874,7025,389,1.0,4.8,Fernández,2
303,1,3,51,100.0,100.0,3,27436,0,0,-1,1,96.9,0,4,2.2,2.2,8,David,3.2,5,0,41.4,False,103.8,641,,2019-09-26T10:00:12.518124Z,54,0,0,0,27436.jpg,2.3,0,0,McGoldrick,0.2,False,,a,15,49,214.0,21,24027,2456,29415,393,0.6,3.9,McGoldrick,1
354,0,1,111,0.0,,3,85624,0,0,-2,2,2.3,0,2,0.0,2.8,3,Christian,2.8,6,0,16.0,False,147.0,604,Suspended until 30 Nov,2019-11-08T22:00:16.247469Z,43,0,0,0,85624.jpg,3.0,1,0,Kabasele,0.2,False,,s,18,57,10.0,21,6699,57,11120,1139,0.7,4.9,Kabasele,1
135,0,0,101,100.0,100.0,1,60252,0,0,-4,4,70.8,0,3,0.2,0.7,2,Andros,1.2,10,1,23.0,False,118.2,503,,2019-11-01T14:00:12.832756Z,56,0,0,0,60252.jpg,2.1,0,0,Townsend,1.3,False,,a,7,31,41.0,21,35962,922,185080,1717,0.2,3.8,Townsend,0
116,3,3,67,100.0,100.0,1,209046,-1,1,-2,2,138.1,0,3,2.3,3.3,1,Callum,2.8,3,0,32.1,False,85.0,231,,2019-06-25T11:30:07.083018Z,58,0,0,0,209046.jpg,3.3,0,0,Hudson-Odoi,1.9,False,,a,6,8,99.0,20,273758,2605,156573,30449,0.5,3.4,Hudson-Odoi,1
459,0,1,146,100.0,100.0,2,103192,0,0,-3,3,9.5,0,2,3.5,4.5,6,Kurt,4.0,15,0,24.9,False,188.0,903,,2019-09-28T16:00:17.677906Z,47,1,0,0,103192.jpg,1.8,0,0,Zouma,1.7,False,,a,6,8,56.0,20,71807,4708,173371,2045,0.9,4.3,Zouma,1
188,1,3,71,100.0,100.0,0,152760,-1,1,-3,3,60.5,0,4,1.8,0.8,0,Divock,0.8,5,1,18.1,False,61.0,248,,2019-09-14T13:30:10.426607Z,52,0,0,0,152760.jpg,2.2,0,0,Origi,2.7,False,,a,10,14,59.0,20,342164,2512,502986,5549,0.2,3.8,Origi,0
119,0,1,70,100.0,100.0,1,116594,0,0,0,0,61.6,0,3,0.3,1.3,3,N'Golo,0.8,5,2,22.3,False,124.0,377,,2019-10-18T13:00:12.209781Z,50,0,0,0,116594.jpg,4.0,0,0,Kanté,4.1,False,,a,6,8,38.0,20,255192,8393,487114,4472,0.2,4.0,Kanté,1
37,0,0,104,100.0,100.0,1,61933,0,0,-1,1,2.9,0,2,1.7,1.2,1,Shane,2.2,8,1,18.8,False,144.4,524,,2019-09-25T22:00:12.331496Z,49,0,0,0,61933.jpg,2.9,0,0,Duffy,1.2,False,,a,4,36,41.0,20,37572,974,144343,1458,0.4,4.1,Duffy,0
307,0,1,174,,,2,171771,0,0,0,0,15.7,0,2,-0.5,0.0,1,Jan,0.5,29,0,27.0,False,243.0,1077,,,45,0,0,0,171771.jpg,1.7,0,0,Bednarek,0.7,False,,a,16,20,10.0,20,45822,158,49920,1638,0.1,4.4,Bednarek,1
55,1,3,79,100.0,100.0,2,109345,0,0,-3,3,131.9,0,3,-0.3,-0.8,1,Solomon,0.2,8,0,35.5,False,105.8,516,,2019-09-21T18:30:19.376002Z,47,0,0,0,109345.jpg,2.7,0,0,March,0.3,False,,a,4,36,116.0,19,32117,164,46947,699,0.0,4.0,March,1
3,1,1,133,100.0,100.0,1,111457,-1,1,-2,2,111.5,0,2,2.0,1.5,1,Sead,1.0,10,0,27.8,False,122.8,667,,2019-10-30T23:30:12.346391Z,53,0,0,0,111457.jpg,1.9,0,0,Kolasinac,0.8,False,,a,1,3,45.0,19,43133,743,94857,1920,0.2,3.5,Kolasinac,2
276,0,0,172,100.0,100.0,2,194799,0,0,0,0,129.6,0,2,1.5,2.0,1,Jamal,2.0,26,0,36.5,False,187.0,1044,,2019-10-27T20:00:16.905070Z,45,0,0,0,194799.jpg,1.6,0,0,Lewis,0.3,False,,a,14,45,49.0,19,28973,227,26623,995,0.4,4.2,Lewis,1
341,0,3,110,,,0,102884,0,0,0,0,10.0,0,1,4.3,4.8,3,Paulo,3.8,9,0,20.4,False,193.4,532,,,45,0,0,0,102884.jpg,3.2,0,26,Gazzaniga,3.0,False,,a,17,6,0.0,19,204738,18879,27918,3938,0.8,4.2,Gazzaniga,0
253,0,0,70,100.0,100.0,1,151119,0,0,-1,1,32.6,0,2,3.2,2.7,8,DeAndre,3.2,6,1,16.3,False,90.2,466,,2019-06-25T11:30:07.199276Z,44,0,0,0,151119.jpg,3.2,0,0,Yedlin,0.1,False,,a,13,4,39.0,19,6288,2173,3065,294,0.7,4.3,Yedlin,1
144,1,2,124,100.0,100.0,2,59949,0,0,-1,1,83.1,0,2,0.5,0.5,0,Seamus,0.0,12,0,29.3,False,115.6,665,,2019-10-05T16:00:14.004301Z,54,0,0,0,59949.jpg,2.4,1,0,Coleman,1.6,False,,a,8,11,94.0,19,107147,503,226648,3868,0.0,3.5,Coleman,2
28,1,1,73,,,1,85242,0,0,-3,3,118.8,1,3,0.5,0.0,0,Conor,0.5,7,1,33.9,False,97.8,351,,,57,0,0,0,85242.jpg,2.7,0,0,Hourihane,0.1,False,,a,2,7,123.0,19,5238,88,16124,339,0.1,3.3,Hourihane,2
407,1,1,103,100.0,100.0,1,107613,0,0,-1,1,29.3,0,2,1.0,1.5,1,Romain,1.0,11,1,27.3,False,157.8,601,,2019-10-06T16:30:21.727948Z,44,0,0,0,107613.jpg,2.1,1,0,Saïss,0.5,False,,a,20,39,87.0,19,37856,1136,29987,1057,0.2,4.3,Saïss,4
378,1,3,109,100.0,100.0,2,105717,-1,1,-1,1,78.3,1,2,-0.3,0.2,0,Arthur,0.2,4,0,21.7,False,124.6,426,,2019-09-16T21:30:11.964684Z,44,0,0,0,105717.jpg,3.8,1,0,Masuaku,0.6,False,,a,19,21,14.0,19,87504,85,78977,2357,0.0,4.2,Masuaku,1
438,0,3,71,100.0,100.0,1,431131,0,0,-3,3,14.0,1,3,-0.2,0.3,2,Moussa,0.8,3,2,18.1,False,97.6,219,,2019-09-19T14:00:13.683201Z,52,0,0,0,431131.jpg,3.8,0,0,Djenepo,0.1,False,,a,16,20,68.0,19,20812,507,20783,297,0.2,3.7,Djenepo,2
18,1,0,102,100.0,100.0,2,84450,0,0,-3,3,104.1,0,3,2.8,2.3,0,Granit,1.8,13,0,29.2,False,141.2,739,,2019-09-08T21:00:18.761460Z,52,0,0,0,84450.jpg,2.1,0,0,Xhaka,0.7,False,,a,1,3,46.0,19,30146,339,90662,2172,0.3,3.7,Xhaka,4
439,0,0,153,,,2,60232,0,0,-2,2,3.7,0,2,2.7,3.2,6,Craig,3.2,23,0,38.7,False,240.2,1023,,,48,0,0,0,60232.jpg,1.6,0,0,Dawson,0.2,False,,a,18,57,143.0,19,5396,558,13596,299,0.7,4.0,Dawson,3
154,0,3,63,,,1,173807,0,0,-2,2,16.4,1,3,4.5,4.5,10,Tom,4.0,6,1,20.5,False,92.6,372,,,53,0,0,0,173807.jpg,3.0,0,0,Davies,0.2,False,,a,8,11,95.0,18,5843,3049,7373,368,0.8,3.4,Davies,1
461,2,1,46,,,0,94245,0,0,-4,4,13.5,0,4,0.7,1.7,4,Michy,1.2,2,1,19.9,False,49.8,64,,,66,0,0,0,94245.jpg,2.6,0,0,Batshuayi,0.5,False,,a,6,8,140.0,18,18496,1410,51024,1367,0.2,2.7,Batshuayi,0
437,1,0,31,,,2,200439,-1,1,-6,6,77.0,0,4,-0.5,0.0,1,Che,0.5,7,0,25.6,False,16.8,465,,,54,0,0,0,200439.jpg,2.0,0,0,Adams,0.4,False,,a,16,20,171.0,18,26421,249,83635,946,0.1,3.3,Adams,0
206,0,0,123,0.0,0.0,2,206325,-1,1,-3,3,197.3,0,2,0.0,0.0,0,Oleksandr,0.0,9,0,37.0,False,124.4,585,Knee injury - Expected back 07 Dec,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,2.6,0,0,Zinchenko,3.2,False,,i,11,43,48.0,18,579260,36,1082873,13180,0.0,3.4,Zinchenko,0
19,0,0,64,100.0,100.0,1,198849,0,0,-2,2,71.3,0,3,2.2,1.7,2,Lucas,1.2,6,1,27.6,False,84.4,351,,2019-09-08T21:00:18.773636Z,48,0,0,0,198849.jpg,2.0,0,0,Torreira,1.3,False,,a,1,3,120.0,18,54474,1590,118231,2197,0.3,3.8,Torreira,0
285,0,0,67,,,1,71738,0,0,-2,2,134.5,0,3,0.5,1.0,2,Marco,1.0,22,0,41.6,False,73.8,778,,,53,0,0,0,71738.jpg,1.6,0,0,Stiepermann,0.1,False,,a,14,45,208.0,18,5582,33,9783,186,0.2,3.4,Stiepermann,3
501,0,1,57,100.0,100.0,3,169432,-1,1,-3,3,52.1,0,4,-0.5,-0.5,0,Oliver,0.5,4,1,22.7,False,71.2,477,,2019-10-08T09:00:11.047638Z,57,0,0,0,169432.jpg,1.8,0,0,McBurnie,0.1,False,,a,15,49,104.0,18,10644,227,15472,431,0.1,3.1,McBurnie,2
207,0,0,109,100.0,100.0,2,97299,0,0,-2,2,28.0,0,2,3.0,2.5,1,John,2.5,7,0,15.3,False,86.2,461,,2019-09-17T15:30:09.972642Z,53,0,0,0,97299.jpg,2.8,0,0,Stones,1.4,False,,a,11,43,38.0,17,73075,3093,212910,2695,0.5,3.2,Stones,0
518,0,3,94,100.0,100.0,2,121145,0,0,-2,2,94.1,0,2,4.3,3.8,0,João Pedro Cavaco,3.8,2,0,22.7,False,78.2,307,,2019-08-09T13:00:15.096874Z,53,0,0,0,121145.jpg,3.4,0,0,Cancelo,1.4,False,,a,11,43,55.0,17,108757,1864,123331,9014,0.7,3.2,Cancelo,1
500,1,0,59,100.0,100.0,1,170137,0,0,-1,1,135.9,0,3,2.8,2.3,5,Allan,2.8,4,0,37.7,False,73.4,476,,2019-09-24T22:00:18.316091Z,54,0,0,0,170137.jpg,2.1,0,0,Saint-Maximin,0.5,False,,a,13,4,169.0,17,32590,5299,42519,829,0.5,3.1,Saint-Maximin,0
347,0,0,126,,,1,157668,0,0,-2,2,135.0,0,3,1.7,2.2,1,Harry,1.2,13,0,31.9,False,150.6,766,,,53,0,0,0,157668.jpg,1.5,0,0,Winks,0.3,False,,a,17,6,34.0,17,11163,206,21306,650,0.2,3.2,Winks,3
24,0,0,98,,,2,47390,-1,1,-1,1,28.5,0,2,0.2,-0.3,1,Neil,0.2,12,0,15.6,False,99.8,613,,,44,0,0,0,47390.jpg,2.1,0,0,Taylor,0.3,False,,a,2,7,27.0,17,16976,236,19076,552,0.0,3.8,Taylor,1
399,0,0,65,,,1,217593,0,0,-5,5,101.0,0,3,0.7,1.2,2,Pablo,1.2,12,0,26.1,False,47.4,478,,,60,0,0,0,217593.jpg,1.5,0,0,Fornals,0.3,False,,a,19,21,112.0,17,4912,68,47167,383,0.2,2.8,Fornals,0
404,0,0,87,100.0,100.0,2,41727,0,0,-1,1,32.6,0,2,0.5,1.0,1,Ryan,0.5,6,0,14.0,False,93.6,458,,2019-11-01T14:30:20.138199Z,49,0,0,0,41727.jpg,2.4,0,0,Bennett,0.4,False,,a,20,39,14.0,17,13443,224,34942,452,0.1,3.5,Bennett,2
96,0,1,58,0.0,0.0,3,60586,0,0,-1,1,113.7,0,3,0.0,0.0,0,Johann Berg,0.0,2,1,26.7,False,74.4,309,Hamstring injury - Unknown return date,2019-10-13T21:00:19.113958Z,59,0,0,0,60586.jpg,4.2,0,0,Gudmundsson,0.5,False,,i,5,90,79.0,17,79194,4,111512,837,0.0,2.9,Gudmundsson,0
4,2,3,92,100.0,100.0,1,154043,-1,1,-3,3,108.2,1,2,1.0,0.5,0,Ainsley,0.0,10,0,27.1,False,136.4,490,,2019-09-22T18:00:10.824841Z,47,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,3.2,False,,a,1,3,31.0,17,543425,443,518200,11484,0.0,3.6,Maitland-Niles,0
487,0,0,38,,,1,209353,0,0,-4,4,33.5,0,4,0.8,1.3,1,Patrick,0.8,6,1,19.1,False,43.2,280,,,56,0,0,0,209353.jpg,1.8,0,0,Cutrone,0.6,False,,a,20,39,115.0,16,23368,344,82246,1135,0.1,2.9,Cutrone,0
491,0,0,119,,,1,184704,0,0,-1,1,75.0,0,3,1.8,1.3,1,Marvelous,1.8,13,0,24.8,False,153.8,682,,,44,0,0,0,184704.jpg,2.0,0,0,Nakamba,1.3,False,,a,2,7,18.0,16,115740,3535,55798,3301,0.4,3.6,Nakamba,1
153,1,0,39,100.0,100.0,1,20467,0,0,-3,3,90.5,0,3,3.3,3.3,2,Theo,2.8,5,0,38.1,False,57.6,369,,2019-09-28T19:00:18.084426Z,62,0,0,0,20467.jpg,1.8,0,0,Walcott,0.5,False,,a,8,11,233.0,16,12792,1109,44360,843,0.5,2.6,Walcott,1
270,1,0,73,0.0,0.0,2,180135,0,0,0,0,150.7,0,3,0.0,0.0,0,Sean,0.2,10,0,29.9,False,106.2,613,Suspended until 30 Nov,2019-10-27T16:30:09.941612Z,50,0,0,0,180135.jpg,2.0,1,0,Longstaff,0.3,False,,s,13,4,42.0,16,15834,33,45287,821,0.0,3.2,Longstaff,1
69,0,0,23,,,1,154566,0,0,-2,2,55.0,0,4,1.0,1.5,1,Dominic,1.0,6,0,27.8,False,29.4,481,,,53,0,0,0,154566.jpg,1.5,0,0,Solanke,0.4,False,,a,3,91,195.0,16,22770,308,38234,1028,0.2,3.0,Solanke,0
82,0,0,114,100.0,0.0,2,152551,0,0,-2,2,48.7,0,3,1.2,0.0,0,Jefferson,1.2,12,0,20.7,False,128.6,823,,2019-11-02T14:30:18.542355Z,48,0,0,0,152551.jpg,1.6,0,0,Lerma,0.1,False,,a,3,91,30.0,16,6529,165,14554,213,0.3,3.3,Lerma,5
288,0,0,102,100.0,100.0,1,87396,0,0,0,0,127.7,0,3,0.5,1.0,0,Moritz,1.0,16,0,28.8,False,106.8,683,,2019-09-13T13:30:19.474643Z,45,0,0,0,87396.jpg,1.8,0,0,Leitner,0.2,False,,a,14,45,53.0,16,15242,129,20983,612,0.2,3.6,Leitner,1
511,1,3,76,,,1,102747,0,0,-2,2,56.1,0,2,4.5,4.5,4,Djibril,4.0,6,0,16.9,False,85.0,391,,,53,0,0,0,102747.jpg,3.2,0,0,Sidibé,0.2,False,,a,8,11,28.0,16,9469,2437,16869,470,0.8,3.0,Sidibé,2
224,0,0,118,100.0,0.0,1,18892,0,0,-1,1,302.9,0,2,2.0,0.0,0,Ashley,1.0,9,0,43.5,False,113.2,771,,2019-11-02T14:30:18.780871Z,54,0,0,0,18892.jpg,1.7,0,0,Young,0.3,False,,a,12,1,18.0,15,15651,304,29339,882,0.2,2.8,Young,5
517,1,0,60,,,1,106837,0,0,-2,2,40.3,0,3,1.3,0.3,1,Dennis,0.8,2,0,12.4,False,36.4,287,,,53,0,0,0,106837.jpg,1.9,0,0,Praet,0.1,False,,a,9,13,47.0,15,3019,97,6074,183,0.2,2.8,Praet,0
450,0,1,106,,,0,40694,0,0,-1,1,0.0,0,1,2.5,3.0,2,Roberto,3.0,12,0,19.4,False,194.4,506,,,44,1,0,0,40694.jpg,2.5,0,31,Jimenez Gago,0.9,False,,a,19,21,0.0,15,57975,2487,23307,3161,0.7,3.4,Roberto,0
238,2,0,67,0.0,0.0,1,74208,0,0,-1,1,168.0,0,3,0.0,0.0,0,Paul,0.0,5,0,33.4,False,98.6,450,Ankle injury - Expected back 01 Dec,2019-10-02T12:30:15.251342Z,84,0,1,0,74208.jpg,3.0,0,0,Pogba,3.2,False,,i,12,1,67.0,15,274311,150,623109,4017,0.0,1.8,Pogba,0
537,0,0,78,100.0,100.0,3,235382,0,0,0,0,88.2,0,3,1.5,1.0,2,Steven,2.0,8,0,27.0,False,72.6,546,,2019-10-06T11:00:17.795404Z,45,0,0,0,235382.jpg,2.1,0,0,Alzate,0.1,False,,a,4,36,109.0,15,6303,869,2182,270,0.4,3.3,Alzate,1
496,1,0,35,,,0,242058,0,0,-5,5,46.5,0,4,0.7,0.7,0,Moise,0.2,7,0,18.9,False,23.6,287,,,65,0,0,0,242058.jpg,1.6,0,0,Kean,1.6,False,,a,8,11,121.0,14,70324,539,425094,2698,0.0,2.2,Kean,0
